Numero di dati: 342

Oggetto [45]: tempo = 145 vx = 0.419439 vy = 0.240253 vz =  K = 43.5596 massa = 0
Oggetto [46]: tempo = 76 vx = 0.957513 vy = 0.257821 vz =  K = 31.466 massa = 0
Oggetto [47]: tempo = 337 vx = 0.218985 vy = 0.855284 vz =  K = 29.6867 massa = 0
Oggetto [48]: tempo = 206 vx = 0.819401 vy = 0.564121 vz =  K = 28.1942 massa = 0
Oggetto [49]: tempo = 175 vx = 0.259013 vy = 0.632647 vz =  K = 41.1793 massa = 0
Oggetto [50]: tempo = 320 vx = 0.474768 vy = 0.834686 vz =  K = 39.1566 massa = 0
Oggetto [51]: tempo = 100 vx = 0.355905 vy = 0.561728 vz =  K = 37.1378 massa = 0
Oggetto [52]: tempo = 64 vx = 0.829668 vy = 0.0393085 vz =  K = 29.0006 massa = 0
Oggetto [53]: tempo = 68 vx = 0.202403 vy = 0.962746 vz =  K = 40.0722 massa = 0
Oggetto [54]: tempo = 126 vx = 0.630335 vy = 0.65301 vz =  K = 43.6188 massa = 0
Oggetto [55]: tempo = 296 vx = 0.364851 vy = 0.926055 vz =  K = 31.8723 massa = 0
Oggetto [56]: tempo = 60 vx = 0.496737 vy = 0.233852 vz =  K = 32.4988 massa = 0
Oggetto [57]: tempo = 246 vx = 0.737467 vy = 0.675105 vz =  K = 30.8706 massa = 0
Oggetto [58]: tempo = 140 vx = 0.81932 vy = 0.572821 vz =  K = 40.8151 massa = 0
Oggetto [59]: tempo = 120 vx = 0.318233 vy = 0.162791 vz =  K = 34.5567 massa = 0
Oggetto [60]: tempo = 312 vx = 0.775718 vy = 0.445445 vz =  K = 39.4073 massa = 0
Oggetto [61]: tempo = 116 vx = 0.336295 vy = 0.821298 vz =  K = 37.5845 massa = 0
Oggetto [62]: tempo = 21 vx = 0.721979 vy = 0.30808 vz =  K = 39.5147 massa = 0
Oggetto [63]: tempo = 122 vx = 0.137751 vy = 0.590008 vz =  K = 34.1574 massa = 0
Oggetto [64]: tempo = 162 vx = 0.0368731 vy = 0.542935 vz =  K = 26.7198 massa = 0
Oggetto [65]: tempo = 137 vx = 0.743329 vy = 0.629175 vz =  K = 34.5301 massa = 0
Oggetto [66]: tempo = 49 vx = 0.548419 vy = 0.395609 vz =  K = 33.1992 massa = 0
Oggetto [67]: tempo = 141 vx = 0.207005 vy = 0.886128 vz =  K = 32.5981 massa = 0
Oggetto [68]: tempo = 156 vx = 0.725838 vy = 0.0308308 vz =  K = 45.5913 massa = 0
Oggetto [69]: tempo = 78 vx = 0.631215 vy = 0.680372 vz =  K = 42.0629 massa = 0
Oggetto [70]: tempo = 232 vx = 0.423171 vy = 0.494872 vz =  K = 33.6889 massa = 0
Oggetto [71]: tempo = 22 vx = 0.686666 vy = 0.254078 vz =  K = 41.2795 massa = 0
Oggetto [72]: tempo = 275 vx = 0.684745 vy = 0.597112 vz =  K = 24.6984 massa = 0
Oggetto [73]: tempo = 136 vx = 0.161527 vy = 0.38354 vz =  K = 34.4133 massa = 0
Oggetto [74]: tempo = 66 vx = 0.22515 vy = 0.827736 vz =  K = 32.597 massa = 0
Oggetto [75]: tempo = 233 vx = 0.66953 vy = 0.274738 vz =  K = 30.4893 massa = 0
Oggetto [76]: tempo = 12 vx = 0.421361 vy = 0.453594 vz =  K = 37.2587 massa = 0
Oggetto [77]: tempo = 283 vx = 0.68088 vy = 0.324489 vz =  K = 22.297 massa = 0
Oggetto [78]: tempo = 135 vx = 0.362835 vy = 0.369112 vz =  K = 45.527 massa = 0
Oggetto [79]: tempo = 17 vx = 0.759049 vy = 0.340215 vz =  K = 36.2106 massa = 0
Oggetto [80]: tempo = 241 vx = 0.295668 vy = 0.93367 vz =  K = 36.6043 massa = 0
Oggetto [81]: tempo = 103 vx = 0.380954 vy = 0.779843 vz =  K = 35.1809 massa = 0
Oggetto [82]: tempo = 271 vx = 0.784884 vy = 0.365109 vz =  K = 40.7478 massa = 0
Oggetto [83]: tempo = 250 vx = 0.621834 vy = 0.689222 vz =  K = 41.2688 massa = 0
Oggetto [84]: tempo = 89 vx = 0.378367 vy = 0.924983 vz =  K = 38.4944 massa = 0
Oggetto [85]: tempo = 240 vx = 0.362109 vy = 0.543024 vz =  K = 38.2561 massa = 0
Oggetto [86]: tempo = 170 vx = 0.95564 vy = 0.271861 vz =  K = 27.784 massa = 0
Oggetto [87]: tempo = 306 vx = 0.106574 vy = 0.0281685 vz =  K = 33.938 massa = 0
Oggetto [88]: tempo = 101 vx = 0.880509 vy = 0.437967 vz =  K = 32.8752 massa = 0
Oggetto [89]: tempo = 153 vx = 0.282654 vy = 0.814156 vz =  K = 40.4986 massa = 0
Oggetto [90]: tempo = 341 vx = 0.701349 vy = 0.687036 vz =  K = 37.1047 massa = 0
Oggetto [91]: tempo = 81 vx = 0.205844 vy = 0.00972403 vz =  K = 37.1116 massa = 0
Oggetto [92]: tempo = 1 vx = 0.360459 vy = 0.928324 vz =  K = 32.1782 massa = 0
Oggetto [93]: tempo = 171 vx = 0.854364 vy = 0.450909 vz =  K = 42.7704 massa = 0
Oggetto [94]: tempo = 8 vx = 0.993877 vy = 0.0407416 vz =  K = 19.6629 massa = 0
Oggetto [95]: tempo = 237 vx = 0.684529 vy = 0.332938 vz =  K = 34.5184 massa = 0
Oggetto [96]: tempo = 213 vx = 0.712691 vy = 0.700275 vz =  K = 41.2683 massa = 0
Oggetto [97]: tempo = 133 vx = 0.512862 vy = 0.708504 vz =  K = 29.9727 massa = 0
Oggetto [98]: tempo = 264 vx = 0.26761 vy = 0.656546 vz =  K = 41.886 massa = 0
Oggetto [99]: tempo = 307 vx = 0.295687 vy = 0.590608 vz =  K = 39.6726 massa = 0
Oggetto [100]: tempo = 176 vx = 0.126879 vy = 0.0441148 vz =  K = 24.0586 massa = 0
Oggetto [101]: tempo = 248 vx = 0.62102 vy = 0.622436 vz =  K = 38.1714 massa = 0
Oggetto [102]: tempo = 221 vx = 0.715235 vy = 0.305118 vz =  K = 38.7945 massa = 0
Oggetto [103]: tempo = 5 vx = 0.890365 vy = 0.0144007 vz =  K = 28.3405 massa = 0
Oggetto [104]: tempo = 33 vx = 0.375191 vy = 0.925257 vz =  K = 36.38 massa = 0
Oggetto [105]: tempo = 321 vx = 0.679007 vy = 0.254884 vz =  K = 33.1009 massa = 0
Oggetto [106]: tempo = 106 vx = 0.576429 vy = 0.805997 vz =  K = 44.4496 massa = 0
Oggetto [107]: tempo = 34 vx = 0.709962 vy = 0.640282 vz =  K = 30.7572 massa = 0
Oggetto [108]: tempo = 308 vx = 0.779623 vy = 0.387139 vz =  K = 38.8595 massa = 0
Oggetto [109]: tempo = 97 vx = 0.726932 vy = 0.623641 vz =  K = 34.5572 massa = 0
Oggetto [110]: tempo = 85 vx = 0.514206 vy = 0.852104 vz =  K = 34.2266 massa = 0
Oggetto [111]: tempo = 204 vx = 0.531657 vy = 0.786889 vz =  K = 39.1723 massa = 0
Oggetto [112]: tempo = 210 vx = 0.633535 vy = 0.750995 vz =  K = 43.1846 massa = 0
Oggetto [113]: tempo = 158 vx = 0.816169 vy = 0.274378 vz =  K = 38.3483 massa = 0
Oggetto [114]: tempo = 45 vx = 0.375601 vy = 0.847127 vz =  K = 38.1132 massa = 0
Oggetto [115]: tempo = 134 vx = 0.860681 vy = 0.507632 vz =  K = 45.4009 massa = 0
Oggetto [116]: tempo = 220 vx = 0.382971 vy = 0.600883 vz =  K = 40.9212 massa = 0
Oggetto [117]: tempo = 311 vx = 0.617521 vy = 0.322284 vz =  K = 30.6296 massa = 0
Oggetto [118]: tempo = 236 vx = 0.448225 vy = 0.621001 vz =  K = 39.7039 massa = 0
Oggetto [119]: tempo = 234 vx = 0.81101 vy = 0.218115 vz =  K = 36.8644 massa = 0
Oggetto [120]: tempo = 108 vx = 0.394318 vy = 0.270938 vz =  K = 28.8245 massa = 0
Oggetto [121]: tempo = 230 vx = 0.0647808 vy = 0.800163 vz =  K = 32.4841 massa = 0
Oggetto [122]: tempo = 90 vx = 0.0377627 vy = 0.906601 vz =  K = 39.9209 massa = 0
Oggetto [123]: tempo = 46 vx = 0.404225 vy = 0.87518 vz =  K = 38.7506 massa = 0
Oggetto [124]: tempo = 269 vx = 0.00232853 vy = 0.586108 vz =  K = 42.7477 massa = 0
Oggetto [125]: tempo = 331 vx = 0.993432 vy = 0.0330528 vz =  K = 37.0415 massa = 0
Oggetto [126]: tempo = 226 vx = 0.660099 vy = 0.502914 vz =  K = 38.3046 massa = 0
Oggetto [127]: tempo = 73 vx = 0.456583 vy = 0.655523 vz =  K = 43.4189 massa = 0
Oggetto [128]: tempo = 334 vx = 0.878706 vy = 0.448453 vz =  K = 30.4012 massa = 0
Oggetto [129]: tempo = 324 vx = 0.116959 vy = 0.878687 vz =  K = 42.9363 massa = 0
Oggetto [130]: tempo = 142 vx = 0.950463 vy = 0.235552 vz =  K = 31.9413 massa = 0
Oggetto [131]: tempo = 144 vx = 0.145777 vy = 0.788113 vz =  K = 36.9767 massa = 0
Oggetto [132]: tempo = 29 vx = 0.88464 vy = 0.423682 vz =  K = 32.0663 massa = 0
Oggetto [133]: tempo = 214 vx = 0.557942 vy = 0.655537 vz =  K = 33.8623 massa = 0
Oggetto [134]: tempo = 278 vx = 0.108886 vy = 0.982351 vz =  K = 36.2461 massa = 0
Oggetto [135]: tempo = 27 vx = 0.855104 vy = 0.517166 vz =  K = 38.5739 massa = 0
Oggetto [136]: tempo = 198 vx = 0.45361 vy = 0.744897 vz =  K = 40.9584 massa = 0
Oggetto [137]: tempo = 299 vx = 0.574278 vy = 0.701974 vz =  K = 37.0519 massa = 0
Oggetto [138]: tempo = 146 vx = 0.779127 vy = 0.611051 vz =  K = 35.6824 massa = 0
Oggetto [139]: tempo = 164 vx = 0.0278323 vy = 0.690158 vz =  K = 30.5752 massa = 0
Oggetto [140]: tempo = 173 vx = 0.677474 vy = 0.687719 vz =  K = 36.1476 massa = 0
Oggetto [141]: tempo = 212 vx = 0.817558 vy = 0.562066 vz =  K = 28.3797 massa = 0
Oggetto [142]: tempo = 218 vx = 0.198447 vy = 0.751044 vz =  K = 38.6474 massa = 0
Oggetto [143]: tempo = 35 vx = 0.363405 vy = 0.594399 vz =  K = 33.2811 massa = 0
Oggetto [144]: tempo = 260 vx = 0.893654 vy = 0.334689 vz =  K = 38.8445 massa = 0
Oggetto [145]: tempo = 305 vx = 0.980654 vy = 0.190235 vz =  K = 24.4144 massa = 0
Oggetto [146]: tempo = 200 vx = 0.245171 vy = 0.677727 vz =  K = 37.9503 massa = 0
Oggetto [147]: tempo = 199 vx = 0.586991 vy = 0.607514 vz =  K = 33.831 massa = 0
Oggetto [148]: tempo = 44 vx = 0.526047 vy = 0.278463 vz =  K = 35.346 massa = 0
Oggetto [149]: tempo = 168 vx = 0.0817863 vy = 0.896601 vz =  K = 32.1604 massa = 0
Oggetto [150]: tempo = 129 vx = 0.727856 vy = 0.37952 vz =  K = 41.3601 massa = 0
Oggetto [151]: tempo = 93 vx = 0.39927 vy = 0.294075 vz =  K = 36.372 massa = 0
Oggetto [152]: tempo = 111 vx = 0.663492 vy = 0.165542 vz =  K = 36.2054 massa = 0
Oggetto [153]: tempo = 216 vx = 0.828888 vy = 0.0968032 vz =  K = 43.3328 massa = 0
Oggetto [154]: tempo = 338 vx = 0.487664 vy = 0.833913 vz =  K = 32.371 massa = 0
Oggetto [155]: tempo = 18 vx = 0.463202 vy = 0.451697 vz =  K = 32.9064 massa = 0
Oggetto [156]: tempo = 224 vx = 0.108295 vy = 0.76127 vz =  K = 36.4457 massa = 0
Oggetto [157]: tempo = 79 vx = 0.19676 vy = 0.597649 vz =  K = 39.4598 massa = 0
Oggetto [158]: tempo = 266 vx = 0.342089 vy = 0.588606 vz =  K = 29.7236 massa = 0
Oggetto [159]: tempo = 71 vx = 0.616792 vy = 0.759967 vz =  K = 41.6379 massa = 0
Oggetto [160]: tempo = 194 vx = 0.41142 vy = 0.865046 vz =  K = 36.2002 massa = 0
Oggetto [161]: tempo = 286 vx = 0.837198 vy = 0.336098 vz =  K = 42.4096 massa = 0
Oggetto [162]: tempo = 328 vx = 0.567112 vy = 0.782795 vz =  K = 33.648 massa = 0
Oggetto [163]: tempo = 263 vx = 0.732751 vy = 0.362255 vz =  K = 39.0956 massa = 0
Oggetto [164]: tempo = 160 vx = 0.694337 vy = 0.456466 vz =  K = 30.5073 massa = 0
Oggetto [165]: tempo = 217 vx = 0.126452 vy = 0.526618 vz =  K = 35.9492 massa = 0
Oggetto [166]: tempo = 161 vx = 0.076334 vy = 0.952277 vz =  K = 38.6865 massa = 0
Oggetto [167]: tempo = 83 vx = 0.298771 vy = 0.397256 vz =  K = 42.097 massa = 0
Oggetto [168]: tempo = 339 vx = 0.489435 vy = 0.868438 vz =  K = 33.2025 massa = 0
Oggetto [169]: tempo = 118 vx = 0.837821 vy = 0.0102635 vz =  K = 38.0897 massa = 0
Oggetto [170]: tempo = 310 vx = 0.600096 vy = 0.366578 vz =  K = 32.4154 massa = 0
Oggetto [171]: tempo = 319 vx = 0.723651 vy = 0.475784 vz =  K = 33.799 massa = 0
Oggetto [172]: tempo = 110 vx = 0.0554771 vy = 0.632605 vz =  K = 35.6004 massa = 0
Oggetto [173]: tempo = 336 vx = 0.87907 vy = 0.155318 vz =  K = 48.7485 massa = 0
Oggetto [174]: tempo = 157 vx = 0.671659 vy = 0.273946 vz =  K = 33.0591 massa = 0
Oggetto [175]: tempo = 152 vx = 0.761573 vy = 0.469697 vz =  K = 33.444 massa = 0
Oggetto [176]: tempo = 16 vx = 0.213374 vy = 0.829689 vz =  K = 34.261 massa = 0
Oggetto [177]: tempo = 75 vx = 0.750846 vy = 0.65977 vz =  K = 32.5931 massa = 0
Oggetto [178]: tempo = 109 vx = 0.400284 vy = 0.685889 vz =  K = 39.6034 massa = 0
Oggetto [179]: tempo = 239 vx = 0.236398 vy = 0.961755 vz =  K = 39.9759 massa = 0
Oggetto [180]: tempo = 219 vx = 0.528563 vy = 0.796827 vz =  K = 37.8043 massa = 0
Oggetto [181]: tempo = 139 vx = 0.363042 vy = 0.925892 vz =  K = 34.3841 massa = 0
Oggetto [182]: tempo = 4 vx = 0.270684 vy = 0.422699 vz =  K = 27.9237 massa = 0
Oggetto [183]: tempo = 96 vx = 0.853318 vy = 0.519641 vz =  K = 26.2514 massa = 0
Oggetto [184]: tempo = 225 vx = 0.669403 vy = 0.444938 vz =  K = 33.3499 massa = 0
Oggetto [185]: tempo = 61 vx = 0.717736 vy = 0.481665 vz =  K = 35.1473 massa = 0
Oggetto [186]: tempo = 67 vx = 0.807317 vy = 0.239243 vz =  K = 40.0703 massa = 0
Oggetto [187]: tempo = 270 vx = 0.881944 vy = 0.456759 vz =  K = 35.2096 massa = 0
Oggetto [188]: tempo = 154 vx = 0.669067 vy = 0.536935 vz =  K = 34.8079 massa = 0
Oggetto [189]: tempo = 191 vx = 0.676142 vy = 0.735115 vz =  K = 42.4071 massa = 0
Oggetto [190]: tempo = 261 vx = 0.0331593 vy = 0.0307156 vz =  K = 42.8763 massa = 0
Oggetto [191]: tempo = 208 vx = 0.20078 vy = 0.137205 vz =  K = 43.103 massa = 0
Oggetto [192]: tempo = 318 vx = 0.597496 vy = 0.204681 vz =  K = 33.2136 massa = 0
Oggetto [193]: tempo = 40 vx = 0.596282 vy = 0.352548 vz =  K = 34.7198 massa = 0
Oggetto [194]: tempo = 253 vx = 0.952092 vy = 0.162536 vz =  K = 40.5902 massa = 0
Oggetto [195]: tempo = 13 vx = 0.628031 vy = 0.0495138 vz =  K = 34.512 massa = 0
Oggetto [196]: tempo = 107 vx = 0.405093 vy = 0.735976 vz =  K = 32.7315 massa = 0
Oggetto [197]: tempo = 259 vx = 0.25604 vy = 0.578675 vz =  K = 33.7525 massa = 0
Oggetto [198]: tempo = 3 vx = 0.598193 vy = 0.602954 vz =  K = 38.0536 massa = 0
Oggetto [199]: tempo = 215 vx = 0.797118 vy = 0.377034 vz =  K = 40.8309 massa = 0
Oggetto [200]: tempo = 125 vx = 0.270428 vy = 0.830829 vz =  K = 35.8172 massa = 0
Oggetto [201]: tempo = 24 vx = 0.590039 vy = 0.806037 vz =  K = 30.5887 massa = 0
Oggetto [202]: tempo = 30 vx = 0.249881 vy = 0.543877 vz =  K = 32.8971 massa = 0
Oggetto [203]: tempo = 77 vx = 0.752619 vy = 0.229811 vz =  K = 41.4691 massa = 0
Oggetto [204]: tempo = 188 vx = 0.309597 vy = 0.855909 vz =  K = 33.6893 massa = 0
Oggetto [205]: tempo = 184 vx = 0.843065 vy = 0.199055 vz =  K = 36.8803 massa = 0
Oggetto [206]: tempo = 316 vx = 0.451759 vy = 0.788892 vz =  K = 40.6178 massa = 0
Oggetto [207]: tempo = 255 vx = 0.392165 vy = 0.917451 vz =  K = 35.9104 massa = 0
Oggetto [208]: tempo = 252 vx = 0.798867 vy = 0.406369 vz =  K = 43.4507 massa = 0
Oggetto [209]: tempo = 19 vx = 0.30788 vy = 0.908572 vz =  K = 32.795 massa = 0
Oggetto [210]: tempo = 291 vx = 0.214563 vy = 0.44803 vz =  K = 42.3302 massa = 0
Oggetto [211]: tempo = 293 vx = 0.593568 vy = 0.628911 vz =  K = 37.1947 massa = 0
Oggetto [212]: tempo = 182 vx = 0.969634 vy = 0.226479 vz =  K = 31.2371 massa = 0
Oggetto [213]: tempo = 303 vx = 0.640853 vy = 0.303948 vz =  K = 35.7913 massa = 0
Oggetto [214]: tempo = 80 vx = 0.156183 vy = 0.758449 vz =  K = 27.7564 massa = 0
Oggetto [215]: tempo = 51 vx = 0.535773 vy = 0.457951 vz =  K = 43.6057 massa = 0
Oggetto [216]: tempo = 2 vx = 0.651691 vy = 0.715865 vz =  K = 39.0552 massa = 0
Oggetto [217]: tempo = 11 vx = 0.617262 vy = 0.579687 vz =  K = 33.7313 massa = 0
Oggetto [218]: tempo = 104 vx = 0.723839 vy = 0.283011 vz =  K = 39.1347 massa = 0
Oggetto [219]: tempo = 245 vx = 0.541542 vy = 0.64402 vz =  K = 40.0261 massa = 0
Oggetto [220]: tempo = 86 vx = 0.918894 vy = 0.35616 vz =  K = 44.9916 massa = 0
Oggetto [221]: tempo = 10 vx = 0.736487 vy = 0.588172 vz =  K = 28.5612 massa = 0
Oggetto [222]: tempo = 36 vx = 0.4074 vy = 0.683842 vz =  K = 40.484 massa = 0
Oggetto [223]: tempo = 325 vx = 0.858253 vy = 0.04187 vz =  K = 36.8968 massa = 0
Oggetto [224]: tempo = 58 vx = 0.0482157 vy = 0.711143 vz =  K = 34.7413 massa = 0
Oggetto [225]: tempo = 41 vx = 0.051708 vy = 0.47519 vz =  K = 36.008 massa = 0
Oggetto [226]: tempo = 14 vx = 0.349819 vy = 0.239516 vz =  K = 35.8298 massa = 0
Oggetto [227]: tempo = 155 vx = 0.451799 vy = 0.88696 vz =  K = 32.5281 massa = 0
Oggetto [228]: tempo = 50 vx = 0.746348 vy = 0.0378598 vz =  K = 33.8673 massa = 0
Oggetto [229]: tempo = 209 vx = 0.506857 vy = 0.465426 vz =  K = 32.8902 massa = 0
Oggetto [230]: tempo = 268 vx = 0.709585 vy = 0.220617 vz =  K = 46.9473 massa = 0
Oggetto [231]: tempo = 282 vx = 0.312695 vy = 0.907436 vz =  K = 32.0551 massa = 0
Oggetto [232]: tempo = 322 vx = 0.0540776 vy = 0.4479 vz =  K = 32.254 massa = 0
Oggetto [233]: tempo = 281 vx = 0.79662 vy = 0.0275835 vz =  K = 31.4948 massa = 0
Oggetto [234]: tempo = 335 vx = 0.142295 vy = 0.971444 vz =  K = 40.5374 massa = 0
Oggetto [235]: tempo = 123 vx = 0.386134 vy = 0.508597 vz =  K = 36.9855 massa = 0
Oggetto [236]: tempo = 222 vx = 0.249666 vy = 0.91429 vz =  K = 38.9576 massa = 0
Oggetto [237]: tempo = 274 vx = 0.819297 vy = 0.0869824 vz =  K = 32.2308 massa = 0
Oggetto [238]: tempo = 62 vx = 0.798724 vy = 0.567879 vz =  K = 33.2019 massa = 0
Oggetto [239]: tempo = 258 vx = 0.864122 vy = 0.355316 vz =  K = 38.4773 massa = 0
Oggetto [240]: tempo = 332 vx = 0.919996 vy = 0.334043 vz =  K = 34.546 massa = 0
Oggetto [241]: tempo = 130 vx = 0.877567 vy = 0.328217 vz =  K = 24.162 massa = 0
Oggetto [242]: tempo = 187 vx = 0.338367 vy = 0.866679 vz =  K = 32.6438 massa = 0
Oggetto [243]: tempo = 23 vx = 0.586942 vy = 0.80949 vz =  K = 39.9199 massa = 0
Oggetto [244]: tempo = 249 vx = 0.790244 vy = 0.604104 vz =  K = 30.6066 massa = 0
Oggetto [245]: tempo = 186 vx = 0.392055 vy = 0.408126 vz =  K = 42.7159 massa = 0
Oggetto [246]: tempo = 43 vx = 0.0503219 vy = 0.759505 vz =  K = 41.3355 massa = 0
Oggetto [247]: tempo = 114 vx = 0.85124 vy = 0.329535 vz =  K = 38.2751 massa = 0
Oggetto [248]: tempo = 138 vx = 0.719274 vy = 0.483006 vz =  K = 32.9672 massa = 0
Oggetto [249]: tempo = 0 vx = 0.343605 vy = 0.936337 vz =  K = 34.5261 massa = 0
Oggetto [250]: tempo = 272 vx = 0.444953 vy = 0.578792 vz =  K = 37.851 massa = 0
Oggetto [251]: tempo = 201 vx = 0.282745 vy = 0.887139 vz =  K = 28.3701 massa = 0
Oggetto [252]: tempo = 149 vx = 0.305285 vy = 0.655118 vz =  K = 36.361 massa = 0
Oggetto [253]: tempo = 231 vx = 0.86415 vy = 0.182871 vz =  K = 38.8096 massa = 0
Oggetto [254]: tempo = 112 vx = 0.62405 vy = 0.635352 vz =  K = 22.8488 massa = 0
Oggetto [255]: tempo = 205 vx = 0.000892996 vy = 0.99983 vz =  K = 42.9606 massa = 0
Oggetto [256]: tempo = 287 vx = 0.444587 vy = 0.551228 vz =  K = 39.0947 massa = 0
Oggetto [257]: tempo = 98 vx = 0.978528 vy = 0.158508 vz =  K = 41.0552 massa = 0
Oggetto [258]: tempo = 178 vx = 0.613186 vy = 0.566282 vz =  K = 36.3141 massa = 0
Oggetto [259]: tempo = 256 vx = 0.645969 vy = 0.600805 vz =  K = 42.9555 massa = 0
Oggetto [260]: tempo = 94 vx = 0.505495 vy = 0.630561 vz =  K = 35.0138 massa = 0
Oggetto [261]: tempo = 326 vx = 0.0131708 vy = 0.885751 vz =  K = 27.0459 massa = 0
Oggetto [262]: tempo = 95 vx = 0.533636 vy = 0.701201 vz =  K = 26.9017 massa = 0
Oggetto [263]: tempo = 298 vx = 0.533129 vy = 0.656508 vz =  K = 32.3801 massa = 0
Oggetto [264]: tempo = 169 vx = 0.650953 vy = 0.723484 vz =  K = 36.1851 massa = 0
Oggetto [265]: tempo = 69 vx = 0.614129 vy = 0.298835 vz =  K = 38.1541 massa = 0
Oggetto [266]: tempo = 48 vx = 0.333744 vy = 0.840928 vz =  K = 31.1092 massa = 0
Oggetto [267]: tempo = 207 vx = 0.018321 vy = 0.758295 vz =  K = 30.1697 massa = 0
Oggetto [268]: tempo = 227 vx = 0.898998 vy = 0.27849 vz =  K = 36.1024 massa = 0
